Product Name,Category,Sub-category,Company,Retail Price,Consumer Price,Bulk Price,Bulk Limit,imageUrl,imageUrl
Cake Rusk Rs.20 (16Pcs),Biscuits,Biscuits,Bisconni,320,300,295,,https://admin.dealcart.io/products/medium-1763194957350-Bisconni%20Cake%20Rusk%20Rs.40%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1763194957350-Bisconni%20Cake%20Rusk%20Rs.40%20%281x10%29..webp
Butter Cookies Rs.70 (6Pcs),Biscuits,Biscuits,Bisconni,420,390,385,,,
Butter Cookies Rs.30 (10Pcs),Biscuits,Biscuits,Bisconni,300,280,275,,,
Divine Rs.40 Original (8Pcs),Biscuits,Biscuits,Bisconni,320,300,300,,https://admin.dealcart.io/products/medium-1727793177936-Posch%20Care%20Rose%20Drops%20Face%20Mist%20120%20ml_6_11zon..webp,https://admin.dealcart.io/products/medium-1727793177936-Posch%20Care%20Rose%20Drops%20Face%20Mist%20120%20ml_6_11zon..webp
Eclipse Rs.30 (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1730184013664-1800x%20June-July%202024_11zon..webp,https://admin.dealcart.io/products/medium-1730184013664-1800x%20June-July%202024_11zon..webp
Biscoffi Rs.50 (6Pcs),Biscuits,Biscuits,Innovative,300,280,275,,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp
Butter Crunch Rs.30 (6Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439577760-Innovative%20Butter%20Crunch%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439577760-Innovative%20Butter%20Crunch%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Butter Crunch Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439577760-Innovative%20Butter%20Crunch%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439577760-Innovative%20Butter%20Crunch%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Choc n Chip Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1747120473110-Wall%27s%20Choc%20Bar%20Toffee%2050%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120473110-Wall%27s%20Choc%20Bar%20Toffee%2050%20ml%20-%20Pack%20Of%203..webp
Choc n Chip Rs.05 (48Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1747120473110-Wall%27s%20Choc%20Bar%20Toffee%2050%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120473110-Wall%27s%20Choc%20Bar%20Toffee%2050%20ml%20-%20Pack%20Of%203..webp
Choco Rings Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,,
Crust Orange Roll Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Chocolate Roll Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Orange Wafer Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Chocolate Wafer Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Strawberry Wafer Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Chocolate Wafer Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Orange Wafer Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Crust Strawberry Wafer Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp,https://admin.dealcart.io/products/medium-1737017558321-Swiss%20Miss%20-%20%20Lipstick%20Cocoa%20Crush%20%28518%29-Main..webp
Digestive Original Rs.30 (10Pcs),Biscuits,Biscuits,Innovative,300,280,280,,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp
Digestive Original Rs.250 (1Pcs),Biscuits,Biscuits,Innovative,270,240,235,,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp
Digestive Sugar Free Rs.30 (10Pcs),Biscuits,Biscuits,Innovative,300,280,280,,,
Digestive Sugar Free Rs.250 (1Pcs),Biscuits,Biscuits,Innovative,270,240,235,,,
Digestive Rs.40 (6Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Digestive Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Digestive Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Fabulous Chocolate Chip cookies Rs.30 (10+1Pcs),Biscuits,Biscuits,Innovative,330,280,280,,https://admin.dealcart.io/products/medium-1753439758035-Innovative%20Fabulous%20Ticky%20Pack%20Rs.%2030%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439758035-Innovative%20Fabulous%20Ticky%20Pack%20Rs.%2030%20%281x10%29..webp
Frisky Roll Chocolate Rs.50 (10Pcs),Biscuits,Biscuits,Innovative,500,450,430,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Frisky Roll Hazelnut Rs.200 (1Pcs),Biscuits,Biscuits,Innovative,200,180,180,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Frisky Roll Milk Rs.50 (10Pcs),Biscuits,Biscuits,Innovative,500,450,430,,https://admin.dealcart.io/products/medium-1753439893837-Innovative%20Frisky%20Roll%20Milk%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439893837-Innovative%20Frisky%20Roll%20Milk%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Frisky Wafers Orange Rs.30 (10Pcs),Biscuits,Biscuits,Innovative,300,280,275,,https://admin.dealcart.io/products/medium-1753439874270-Innovative%20Frisky%20Waffer%20Orange%20Snack%20Pack%20Rs.%2030%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439874270-Innovative%20Frisky%20Waffer%20Orange%20Snack%20Pack%20Rs.%2030%20%281x10%29..webp
Frisky Wafers Chocolate Rs.30 (10Pcs),Biscuits,Biscuits,Innovative,300,280,275,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Golden Lotus Rs.200 (1Pcs),Biscuits,Biscuits,Innovative,200,180,180,,https://admin.dealcart.io/products/medium-1734087134768-Golden%20Pearl%20Hair%20Oil%20200%20ml..webp,https://admin.dealcart.io/products/medium-1734087134768-Golden%20Pearl%20Hair%20Oil%20200%20ml..webp
Goodies Lemon Rs.30 (8Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1719569259884-Indomie%20Lemon%20Tarka%20Instant%20Noodles%2070%20gm..webp,https://admin.dealcart.io/products/medium-1719569259884-Indomie%20Lemon%20Tarka%20Instant%20Noodles%2070%20gm..webp
Goodies Lemon Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1719569259884-Indomie%20Lemon%20Tarka%20Instant%20Noodles%2070%20gm..webp,https://admin.dealcart.io/products/medium-1719569259884-Indomie%20Lemon%20Tarka%20Instant%20Noodles%2070%20gm..webp
Goodies Lemon Rs.10 (12Pcs),Biscuits,Biscuits,Innovative,120,110,110,,,
Haven Chocolate Pouch Pack Rs.50 (10Pcs),Biscuits,Biscuits,Innovative,500,450,430,,https://admin.dealcart.io/products/medium-1753439738996-Innovative%20Haven%20Chocolate%20Pouch%20Rs.%2050..webp,https://admin.dealcart.io/products/medium-1753439738996-Innovative%20Haven%20Chocolate%20Pouch%20Rs.%2050..webp
Haven Coffee Pouch Pack Rs.50 (10Pcs),Biscuits,Biscuits,Innovative,500,450,430,,,
Jumbo Junior Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp
Jumbo Junior Strawberry Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp
Jumbo Junior Rs.5 (48Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp,https://admin.dealcart.io/products/medium-1750677303710-Untitled-1..webp
Innovative Peanut Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Innovative Peanut Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Innovative Peanut Rs.30 (8Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Short Bread Rs.100 (5Pcs),Biscuits,Biscuits,Innovative,500,450,430,,,
Tooo Gud Rs.40 (6Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2023%3A02%3A24%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2023%3A02%3A24%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Tooo Gud Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1761032361513-Wall%20Repair%20White%20Paint%20Roller%20Tool-1..webp,https://admin.dealcart.io/products/medium-1761032361513-Wall%20Repair%20White%20Paint%20Roller%20Tool-1..webp
Innovative Zeera Rs.20 (12Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Innovative Zeera Rs.10 (24Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Innovative Zeera Rs.30 (8Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Innovative Zeera Rs.5 (48Pcs),Biscuits,Biscuits,Innovative,240,215,210,,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1753439916635-Innovative%20Frisky%20Roll%20Chocolate%20Snack%20Pack%20Rs.%2050%20%281x10%29..webp
Dubblin Chocolate Waffer Rs.10 (18 Pcs),Biscuits,Biscuits,Marleen,180,150,135,,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp
Dubblin Strawberry Waffers Rs.10 (18 Pcs),Biscuits,Biscuits,Marleen,180,150,135,,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp
Dubblin Blueberry Waffers Rs.10 (18 Pcs),Biscuits,Biscuits,Marleen,180,150,135,,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp,https://admin.dealcart.io/products/medium-1760692731357-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20Long%20Size%2018%20Pcs..webp
Peanut Pik - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1735208987437-Peanut%20Pik%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1735208987437-Peanut%20Pik%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp
Peanut Pik - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,,
Party Pik - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1694700428072-Category%20Tile%20Grid%20%2824%29..webp,https://admin.dealcart.io/products/medium-1694700428072-Category%20Tile%20Grid%20%2824%29..webp
Party Pik - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1694700428072-Category%20Tile%20Grid%20%2824%29..webp,https://admin.dealcart.io/products/medium-1694700428072-Category%20Tile%20Grid%20%2824%29..webp
Sooper Classic - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1740558207433-Sooper%20Classic%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1740558207433-Sooper%20Classic%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Sooper Classic - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,,
Sooper Classic Chocolate - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1740558207433-Sooper%20Classic%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1740558207433-Sooper%20Classic%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Sooper Classic Chocolate - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1754389720726-Sooper%20Classic%20Ticky%20Pack%20Rs.%2010%20%281x36%29..webp,https://admin.dealcart.io/products/medium-1754389720726-Sooper%20Classic%20Ticky%20Pack%20Rs.%2010%20%281x36%29..webp
Chocolate SW - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1729174188005-Prince%20Chocolate%20Half%20Roll%20Rs%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1729174188005-Prince%20Chocolate%20Half%20Roll%20Rs%2040%20%281x6%29..webp
Chocolate SW - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1753864343421-Sonnet%20Chocolate%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864343421-Sonnet%20Chocolate%20Rs.%2010%20%281x24%29..webp
Lemon SW - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1740557945213-Lemon%20Sandwich%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1740557945213-Lemon%20Sandwich%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Lemon SW - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1740558232710-Lemon%20Sandwich%20Snack%20Pack%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1740558232710-Lemon%20Sandwich%20Snack%20Pack%20Rs.%2020%20%281x16%29..webp
Click - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1735208917190-Click%20Biscuit%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1735208917190-Click%20Biscuit%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Click - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1735208930933-Click%20Biscuit%20Snack%20Pack%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1735208930933-Click%20Biscuit%20Snack%20Pack%20Rs.%2020%20%281x16%29..webp
Gluco - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1734513288509-Gluco%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1734513288509-Gluco%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Gluco - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,,
Marie - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1734513343149-Marie%20Biscuit%20Half%20Roll%20Rs.%2040%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1734513343149-Marie%20Biscuit%20Half%20Roll%20Rs.%2040%20%281x8%29..webp
Marie - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1715781811776-SNMR0723..webp,https://admin.dealcart.io/products/medium-1715781811776-SNMR0723..webp
RIO Strawberry - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,,
RIO Strawberry - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,,
RIO Chocolate - Half Roll,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp
RIO Chocolate - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,,
RIO OBO - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp
Saltish - Snack Pack,Biscuits,Biscuits,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1721634527054-Saltish%20Snack%20Pack%20Rs..webp,https://admin.dealcart.io/products/medium-1721634527054-Saltish%20Snack%20Pack%20Rs..webp
Saltish - Half Roll,Biscuits,Biscuits,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1721634527054-Saltish%20Snack%20Pack%20Rs..webp,https://admin.dealcart.io/products/medium-1721634527054-Saltish%20Snack%20Pack%20Rs..webp
Heart Beats - Snack Pack,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1740558026990-Heart%20Beats%20Armour%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1740558026990-Heart%20Beats%20Armour%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp
CHOCO LAVA,Biscuits,Biscuits,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp
CHOCOLICIOUS DOUBLE CHOCOLATE MUNCH PACK,Biscuits,Biscuits,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1740558194523-Sooper%20Chocolate%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1740558194523-Sooper%20Chocolate%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp
CHOCOLICIOUS DOUBLE CHOCOLATE SNACK PACK,Biscuits,Biscuits,PeakFreans,240,220,220,,,
WHOLEWHEAT SUGAR FREE,Biscuits,Biscuits,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1755329564550-United%20King%20Cake%20Rusk%20Sugar%20Free%20150%20gm..webp,https://admin.dealcart.io/products/medium-1755329564550-United%20King%20Cake%20Rusk%20Sugar%20Free%20150%20gm..webp
WHOLEWHEAT HIGH FIBRE,Biscuits,Biscuits,PeakFreans,300,280,280,,,
Peanut Pik Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Party Pik Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Sooper Classic Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Sooper Classic Chocolate Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Click Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Gluco Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1754389811906-Gluco%20Ticky%20Pack%20Rs.%2010%20%281x36%29..webp,https://admin.dealcart.io/products/medium-1754389811906-Gluco%20Ticky%20Pack%20Rs.%2010%20%281x36%29..webp
Lemon Sandwich Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1740558148681-Lemon%20Sandwich%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1740558148681-Lemon%20Sandwich%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp
Chocolate Sandwich Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1740557928445-Chocolate%20Sandwich%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1740557928445-Chocolate%20Sandwich%20Munch%20Pack%20Rs.%2030%20%281x12%29..webp
Rio Chocolate Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp,https://admin.dealcart.io/products/medium-1735637848164-Rio%20Obu%20Magic%20Half%20Roll%20Rs.%2040%20%281x8%29%20%282%29..webp
Rio Strawberry Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Marie Munch Pack,Biscuits,Biscuits,PeakFreans,360,340,340,,,
Mini Juice Mango 110ml (24Pcs),Juices,Juices,Shakarganj,960,580,540,,,
Refresh Mango 200ml (24Pcs),Juices,Juices,Shakarganj,1680,1060,1020,,https://admin.dealcart.io/products/medium-1664962438126-Slice%20Tetra%20200ml%20.webp,https://admin.dealcart.io/products/medium-1664962438126-Slice%20Tetra%20200ml%20.webp
Refresh Apple 200ml (24Pcs),Juices,Juices,Shakarganj,1680,1060,1020,,https://admin.dealcart.io/products/medium-1737714605746-Oasis%20Liquid%20Hand%20Wash%20Green%20Apple%20500ml..webp,https://admin.dealcart.io/products/medium-1737714605746-Oasis%20Liquid%20Hand%20Wash%20Green%20Apple%20500ml..webp
